id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,,,,,,,,,,,,,,,,,,,,,,,
44212,CN-0134,medium_airport,Wugong Air Base,34.275907,108.2658,,AS,China,CN,Shaanxi Province,CN-61,61,Xianyang (Wugong),0,,,,,,,,,,,,,,,,,,,,,,,,,
44260,CN-0182,medium_airport,Zhangshu Air Base,28.023283,115.549649,116,AS,China,CN,Jiangxi Province,CN-36,36,Yichun,0,,,,,,,,,,,,,,,,,,,,,,,,,
324768,CN-0076,medium_airport,Zhengzhou Air Base,34.86125,113.729631,,AS,China,CN,Henan Province,CN-41,41,Zhengzhou,0,,,,,,,,,,,,,,,,,,,,,,,,,
30876,ZBDT,small_airport,Datong Yungang Airport,40.061614,113.480032,3442,AS,China,CN,Shanxi Province,CN-14,14,Datong,1,ZBDT,DAT,,,,,,,,,,,,,,,,,,,,,,,
35307,ZUDX,small_airport,Dachuan Airport,31.1302,107.4295,,AS,China,CN,Sichuan Province,CN-51,51,Dazhou (Daxian),1,ZUDX,DAX,,,,,,,,,,,,,,,,,,,,,,,
31699,ZLJQ,small_airport,Jiayuguan Airport,39.856899,98.3414,5112,AS,China,CN,Gansu Province,CN-62,62,Jiayuguan,1,ZLJQ,JGN,,,,,,,,,,,,,,,,,,,,,,,
31871,ZSLY,small_airport,Linyi Qiyang Airport,35.052918,118.411828,,AS,China,CN,Shandong Province,CN-37,37,Linyi,1,ZSLY,LYI,,,,,,,,,,,,,,,,,,,,,,,
35314,ZGMX,small_airport,Meizhou Meixian Changgangji International Airport,24.263425,116.097857,312,AS,China,CN,Guangdong Province,CN-44,44,Meizhou (Meixian),1,ZGMX,MXZ,,,,,,,,,,,,,,,,,,,,,,,
31677,YEH,small_airport,Yinchuan Helanshan Air Base,38.481899,106.009003,3770,AS,China,CN,Ningxia Autonomous Region,CN-64,64,Yinchuan,0,,,,,,,,,,,,,,,,,,,,,,,,,
351028,CN-0284,small_airport,Miyun/Mujiayu,40.401005,116.881289,300,AS,China,CN,Beijing Municipality,CN-11,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,
30670,ZHAY,small_airport,Anyang Airport,36.1339,114.344002,,AS,China,CN,Henan Province,CN-41,41,Anyang,0,ZHAY,AYN,,,,,,,,,,,,,,,,,,,,,,,
308739,ZUGH,small_airport,Guanghan Airport,30.9485,104.3296,1531,AS,China,CN,Sichuan Province,CN-51,51,Deyang (Guanghan),0,ZUGH,GHN,,,,,,,,,,,,,,,,,,,,,,,
44285,CN-0207,small_airport,Shuangcheng Air Base,45.406874,126.320977,,AS,China,CN,Heilongjiang Province,CN-23,23,Harbin,0,,,,,,,,,,,,,,,,,,,,,,,,,
31701,ZYJL,small_airport,Jilin Ertaizi Airport,44.002652,126.395244,,AS,China,CN,Jilin Province,CN-22,22,Jilin,0,ZYJL,JIL,,,,,,,,,,,,,,,,,,,,,,,
318175,LFQ,small_airport,Linfen Yaomiao Airport,36.041083,111.491683,,AS,China,CN,Shanxi Province,CN-14,14,Linfen (Yaodu),0,,,,,,,,,,,,,,,,,,,,,,,,,
32685,ZGWZ,closed,Wuzhou Changzhoudao Airport,23.456699,111.248001,89,AS,China,CN,Guangxi Autonomous Region,CN-45,45,Wuzhou (Changzhou),0,,,,,,,,,,,,,,,,,,,,,,,,,
319812,HSJ,small_airport,Zhengzhou Shangjie Airport,34.842153,113.273983,450,AS,China,CN,Henan Province,CN-41,41,Zhengzhou,0,,HSJ,,,,,,,,,,,,,,,,,,,,,,,
314908,CN-0032,closed,Kunming Wujiaba International Airport,24.9924,102.7435,6221,AS,China,CN,Yunnan Province,CN-53,53,Kunming,0,,,,,,,,,,,,,,,,,,,,,,,,,
307260,CN-0017,heliport,Lushan Heliport,29.664823,116.079554,,AS,China,CN,Jiangxi Province,CN-36,36,"Lianxi, Jiujiang",0,,,,,,,,,,,,,,,,,,,,,,,,,
342095,ZUTF,large_airport,Chengdu Tianfu International Airport,30.31252,104.441284,1440,AS,China,CN,Sichuan Province,CN-51,51,Chengdu (Jianyang),1,ZUTF,TFU,,,,,,,,,,,,,,,,,,,,,,,
30635,ZWAK,medium_airport,Aksu Hongqipo Airport,41.262501,80.291702,3816,AS,China,CN,Xinjiang Autonomous Region,CN-65,65,Aksu (Onsu),1,ZWAK,AKU,,,,,,,,,,,,,,,,,,,,,,,
30829,ZBCF,medium_airport,Chifeng Yulong Airport,42.157708,118.839455,,AS,China,CN,Inner Mongolia Autonomous Region,CN-15,15,Chifeng,1,ZBCF,CIF,,,,,,,,,,,,,,,,,,,,,,,
31562,ZUGU,medium_airport,Guangyuan Panlong Airport,32.390254,105.694571,,AS,China,CN,Sichuan Province,CN-51,51,Guangyuan (Lizhou),1,ZUGU,GYS,,,,,,,,,,,,,,,,,,,,,,,
27190,ZBLA,medium_airport,Hulunbuir Hailar Airport,49.205002,119.824997,2169,AS,China,CN,Inner Mongolia Autonomous Region,CN-15,15,Hailar,1,ZBLA,HLD,,,,,,,,,,,,,,,,,,,,,,,
27239,ZYJM,medium_airport,Jiamusi Dongjiao Airport,46.843399,130.464996,262,AS,China,CN,Heilongjiang Province,CN-23,23,Jiamusi,1,ZYJM,JMU,,,,,,,,,,,,,,,,,,,,,,,
31771,ZWKL,medium_airport,Korla Licheng Airport,41.6978,86.128899,,AS,China,CN,Xinjiang Autonomous Region,CN-65,65,Korla,1,ZWKL,KRL,,,,,,,,,,,,,,,,,,,,,,,
31908,ZUMY,medium_airport,Mianyang Nanjiao Airport,31.428101,104.740997,,AS,China,CN,Sichuan Province,CN-51,51,Mianyang (Fucheng),1,ZUMY,MIG,,,,,,,,,,,,,,,,,,,,,,,
27240,ZYMD,medium_airport,Mudanjiang Hailang International Airport,44.52410126,129.5690002,883,AS,China,CN,Heilongjiang Province,CN-23,23,Mudanjiang,1,ZYMD,MDG,,,,,,,,,,,,,,,,,,,,,,,
27241,ZYQQ,medium_airport,Qiqihar Sanjiazi Airport,47.23960114,123.9179993,477,AS,China,CN,Heilongjiang Province,CN-23,23,Qiqihar,1,ZYQQ,NDG,,,,,,,,,,,,,,,,,,,,,,,
32440,ZBTL,medium_airport,Tongliao Airport,43.556702,122.199997,2395,AS,China,CN,Inner Mongolia Autonomous Region,CN-15,15,Tongliao,1,ZBTL,TGO,,,,,,,,,,,,,,,,,,,,,,,
32700,ZBXH,medium_airport,Xilinhot Airport,43.91559982,115.9639969,,AS,China,CN,Inner Mongolia Autonomous Region,CN-15,15,Xilinhot,1,ZBXH,XIL,,,,,,,,,,,,,,,,,,,,,,,
27244,ZYYJ,medium_airport,Yanji Chaoyangchuan Airport,42.88280106,129.451004,624,AS,China,CN,Jilin Province,CN-22,22,Yanji,1,ZYYJ,YNJ,,,,,,,,,,,,,,,,,,,,,,,
32743,ZGZJ,closed,Zhanjiang Xintang Airport,21.21469,110.358406,125,AS,China,CN,Guangdong Province,CN-44,44,Zhanjiang (Xiashan),1,,,,,,,,,,,,,,,,,,,,,,,,,
30650,ZSAQ,medium_airport,Anqing Tianzhushan Airport / Anqing North Air Base,30.582199,117.050003,,AS,China,CN,Anhui Province,CN-34,34,Anqing,1,ZSAQ,AQG,,,,,,,,,,,,,,,,,,,,,,,
30646,ZYAS,medium_airport,Anshan Teng'ao Airport / Anshan Air Base,41.105301,122.853996,,AS,China,CN,Liaoning Province,CN-21,21,Anshan,1,ZYAS,AOG,,,,,,,,,,,,,,,,,,,,,,,
300785,ZUAS,medium_airport,Anshun Huangguoshu Airport,26.260556,105.873333,4812,AS,China,CN,Guizhou Province,CN-52,52,Anshun (Xixiu),1,ZUAS,AVA,,,,,,,,,,,,,,,,,,,,,,,
315854,ZBES,medium_airport,Arxan Yi'ershi Airport,47.3106,119.9117,2925,AS,China,CN,Inner Mongolia Autonomous Region,CN-15,15,Arxan,1,ZBES,YIE,,,,,,,,,,,,,,,,,,,,,,,
316519,DBC,medium_airport,Baicheng Chang'an Airport,45.505278,123.019722,480,AS,China,CN,Jilin Province,CN-22,22,Baicheng,1,ZYBA,DBC,,,,,,,,,,,,,,,,,,,,,,,
44160,CN-0082,medium_airport,Baise Youjiang Airport,23.7206,106.959999,490,AS,China,CN,Guangxi Autonomous Region,CN-45,45,Baise (Tianyang),1,ZGBS,AEB,,,,,,,,,,,,,,,,,,,,,,,
300544,NBS,medium_airport,Changbaishan Airport,42.066944,127.602222,2874,AS,China,CN,Jilin Province,CN-22,22,Baishan,1,ZYBS,NBS,,,,,,,,,,,,,,,,,,,,,,,
44103,CN-0027,medium_airport,Baoshan Yunrui Airport,25.053301,99.168297,5453,AS,China,CN,Yunnan Province,CN-53,53,Baoshan (Longyang),1,ZPBS,BSD,,,,,,,,,,,,,,,,,,,,,,,
300514,ZUTC,medium_airport,Tengchong Tuofeng Airport,24.938056,98.485833,6250,AS,China,CN,Yunnan Province,CN-53,53,Baoshan (Tengchong),1,ZUTC,TCZ,,,,,,,,,,,,,,,,,,,,,,,
314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560,AS,China,CN,Inner Mongolia Autonomous Region,CN-15,15,Bayanhot,1,ZBAL,AXF,,,,,,,,,,,,,,,,,,,,,,,
318169,ZUBJ,medium_airport,Bijie Feixiong Airport,27.267066,105.472097,4751,AS,China,CN,Guizhou Province,CN-52,52,Bijie,1,ZUBJ,BFJ,,,,,,,,,,,,,,,,,,,,,,,
46650,ZWAX,medium_airport,Bole Alashankou Airport,44.895461,82.30007,1253,AS,China,CN,Xinjiang Autonomous Region,CN-65,65,Bole,1,ZWBL,BPL,,,,,,,,,,,,,,,,,,,,,,,
30825,ZGCD,medium_airport,Changde Taohuayuan Airport,28.9189,111.639999,128,AS,China,CN,Hunan Province,CN-43,43,Changde (Dingcheng),1,ZGCD,CGD,,,,,,,,,,,,,,,,,,,,,,,
300858,ZYCH,medium_airport,Changhai Airport,39.266667,122.666944,80,AS,China,CN,Liaoning Province,CN-21,21,"Changhai, Dalian",1,ZYCH,CNI,,,,,,,,,,,,,,,,,,,,,,,
327347,ZBCD,medium_airport,Chengde Puning Airport,41.1225,118.073889,,AS,China,CN,Hebei Province,CN-13,13,Chengde,1,ZBCD,CDE,,,,,,,,,,,,,,,,,,,,,,,
352634,ZGCZ,medium_airport,Chenzhou Beihu Airport,25.753419,112.845404,1071,AS,China,CN,Hunan Province,CN-43,43,Chenzhou,1,ZGCZ,HCZ,,,,,,,,,,,,,,,,,,,,,,,
31006,ZHES,medium_airport,Enshi Xujiaping Airport,30.320299,109.485001,1605,AS,China,CN,Hubei Province,CN-42,42,Enshi (Enshi),1,ZHES,ENH,,,,,,,,,,,,,,,,,,,,,,,
44139,CN-0061,medium_airport,Foshan Shadi Airport,23.0833,113.07,6,AS,China,CN,Guangdong Province,CN-44,44,Foshan (Nanhai),1,ZGFS,FUO,,,,,,,,,,,,,,,,,,,,,,,
313994,ZYFY,medium_airport,Fuyuan Dongji Aiport,48.197219,134.36298,,AS,China,CN,Heilongjiang Province,CN-23,23,Fuyuan,1,ZYFY,FYJ,,,,,,,,,,,,,,,,,,,,,,,
323219,ZWFY,medium_airport,Fuyun Koktokay Airport,46.804169,89.512006,3081,AS,China,CN,Xinjiang Autonomous Region,CN-65,65,Fuyun,1,ZWFY,FYN,,,,,,,,,,,,,,,,,,,,,,,
327348,ZUDC,medium_airport,Daocheng Yading Airport,29.31632,100.060317,14472,AS,China,CN,Sichuan Province,CN-51,51,Garzê (Daocheng),1,ZUDC,DCY,,,,,,,,,,,,,,,,,,,,,,,
327350,ZUKD,medium_airport,Kangding Airport,30.142464,101.73872,14042,AS,China,CN,Sichuan Province,CN-51,51,Garzê (Kangding),1,ZUKD,KGT,,,,,,,,,,,,,,,,,,,,,,,
318152,ZGHC,medium_airport,Hechi Jinchengjiang Airport,24.804344,107.710819,2221,AS,China,CN,Guangxi Autonomous Region,CN-45,45,Hechi (Jinchengjiang),1,ZGHC,HCJ,,,,,,,,,,,,,,,,,,,,,,,
327349,ZYDU,medium_airport,Wudalianchi Dedu Airport,48.441037,126.128374,984,AS,China,CN,Heilongjiang Province,CN-23,23,Heihe,1,ZYDU,DTU,,,,,,,,,,,,,,,,,,,,,,,
352633,ZSHZ,medium_airport,Heze Mudan Airport,35.212972,115.736748,,AS,China,CN,Shandong Province,CN-37,37,Heze,1,ZSHZ,HZA,,,,,,,,,,,,,,,,,,,,,,,
327443,ZBHZ,medium_airport,Holingol Huolinhe Airport,45.487222,119.407222,,AS,China,CN,Inner Mongolia Autonomous Region,CN-15,15,Holingol,1,ZBHZ,HUO,,,,,,,,,,,,,,,,,,,,,,,
300863,HIA,medium_airport,Huai'an Lianshui International Airport,33.790833,119.125,28,AS,China,CN,Jiangsu Province,CN-32,32,Huai'an,1,ZSSH,HIA,,,,,,,,,,,,,,,,,,,,,,,
300890,ZGCJ,medium_airport,Huaihua Zhijiang Airport,27.443087,109.704666,882,AS,China,CN,Hunan Province,CN-43,43,Huaihua,1,ZGCJ,HJJ,,,,,,,,,,,,,,,,,,,,,,,
44146,CN-0068,medium_airport,Huizhou Pingtan Airport,23.049999,114.599998,50,AS,China,CN,Guangdong Province,CN-44,44,Huizhou (Pingtan),1,ZGHZ,HUZ,,,,,,,,,,,,,,,,,,,,,,,
327450,ZYJS,medium_airport,Jiansanjiang Shidi Airport,47.108248,132.65792,,AS,China,CN,Heilongjiang Province,CN-23,23,Jiansanjiang,1,ZYJS,JSJ,,,,,,,,,,,,,,,,,,,,,,,
31695,ZSJD,medium_airport,Jingdezhen Luojia Airport,29.3386,117.176003,112,AS,China,CN,Jiangxi Province,CN-36,36,Jingdezhen,1,ZSJD,JDZ,,,,,,,,,,,,,,,,,,,,,,,
347636,ZHJZ,medium_airport,Jingzhou Shashi Airport,30.29281,112.44854,95,AS,China,CN,Hubei Province,CN-42,42,Jingzhou (Shashi),1,ZHJZ,SHS,,,,,,,,,,,,,,,,,,,,,,,
300515,ZLJN,medium_airport,Jining Qufu Airport,35.292778,116.346667,134,AS,China,CN,Shandong Province,CN-37,37,Jining,1,ZSJG,JNG,,,,,,,,,,,,,,,,,,,,,,,
313337,ZYJX,medium_airport,Jixi Xingkaihu Airport,45.293,131.193,760,AS,China,CN,Heilongjiang Province,CN-23,23,Jixi,1,ZYJX,JXA,,,,,,,,,,,,,,,,,,,,,,,
313427,ZUKJ,medium_airport,Kaili Huangping Airport,26.972,107.988,3115,AS,China,CN,Guizhou Province,CN-52,52,Kaili  (Huangping),1,ZUKJ,KJH,,,,,,,,,,,,,,,,,,,,,,,
317861,ZYYK,medium_airport,Yingkou Lanqi Airport,40.542524,122.3586,,AS,China,CN,Liaoning Province,CN-21,21,"Laobian, Yingkou",1,ZYYK,YKH,,,,,,,,,,,,,,,,,,,,,,,
44167,CN-0089,medium_airport,Lianyungang Huaguoshan International Airport,34.41406,119.17899,,AS,China,CN,Jiangsu Province,CN-32,32,Lianyungang,1,ZSLG,LYG,,,,,,,,,,,,,,,,,,,,,,,
327447,ZPCW,medium_airport,Cangyuan Washan Airport,23.276331,99.373169,,AS,China,CN,Yunnan Province,CN-53,53,Lincang (Cangyuan),1,ZPCW,CWJ,,,,,,,,,,,,,,,,,,,,,,,
323216,ZBLF,medium_airport,Linfen Yaodu Airport,36.132629,111.641236,1483,AS,China,CN,Shanxi Province,CN-14,14,Linfen (Yaodu),1,ZBLF,LFQ,,,,,,,,,,,,,,,,,,,,,,,
339959,JNZ,medium_airport,Jinzhou Bay Airport,40.936032,121.277114,,AS,China,CN,Liaoning Province,CN-21,21,"Linghai, Jinzhou",1,ZYJZ,JNZ,,,,,,,,,,,,,,,,,,,,,,,
308782,ZUNP,medium_airport,Liping Airport,26.32217,109.1499,1620,AS,China,CN,Guizhou Province,CN-52,52,Liping,1,ZUNP,HZH,,,,,,,,,,,,,,,,,,,,,,,
327352,ZUPS,medium_airport,Liupanshui Yuezhao Airport,26.609417,104.979,,AS,China,CN,Guizhou Province,CN-52,52,Liupanshui (Zhongshan),1,ZUPS,LPF,,,,,,,,,,,,,,,,,,,,,,,
327544,ZLLN,medium_airport,Longnan Chengzhou Airport,33.789918,105.790014,3707,AS,China,CN,Gansu Province,CN-62,62,Longnan (Cheng),1,ZLLN,LNL,,,,,,,,,,,,,,,,,,,,,,,
44234,ZSLD,medium_airport,Longyan Guanzhishan Airport,25.67469978,116.7470016,1225,AS,China,CN,Fujian Province,CN-35,35,Longyan,1,ZSLD,LCX,,,,,,,,,,,,,,,,,,,,,,,
336114,ZULZ,medium_airport,Luzhou Yunlong Airport,29.030357,105.468407,,AS,China,CN,Sichuan Province,CN-51,51,Luzhou (Yunlong),1,ZULZ,LZO,,,,,,,,,,,,,,,,,,,,,,,
319417,ZLHX,medium_airport,Huatugou Airport,38.201645,90.837843,2945,AS,China,CN,Qinghai Province,CN-63,63,Mengnai,1,ZLHX,HTT,,,,,,,,,,,,,,,,,,,,,,,
354840,LZG,medium_airport,Langzhong Gucheng Airport,31.50191,106.034417,1444,AS,China,CN,Sichuan Province,CN-51,51,Nanchong (Langzhong),1,,LZG,,,,,,,,,,,,,,,,,,,,,,,
316547,NLH,medium_airport,Ninglang Luguhu Airport,27.5403,100.7593,10804,AS,China,CN,Yunnan Province,CN-53,53,Ninglang,1,ZPNL,NLH,,,,,,,,,,,,,,,,,,,,,,,
327448,ZPJM,medium_airport,Lancang Jingmai Airport,22.417733,99.784012,,AS,China,CN,Yunnan Province,CN-53,53,Pu'er (Lancang),1,ZPJM,JMJ,,,,,,,,,,,,,,,,,,,,,,,
327451,ZYSQ,medium_airport,Songyuan Chaganhu Airport,44.938114,124.550178,459,AS,China,CN,Jilin Province,CN-22,22,Qian Gorlos Mongol Autonomous County,1,ZYSQ,YSQ,,,,,,,,,,,,,,,,,,,,,,,
300865,JIQ,medium_airport,Qianjiang Wulingshan Airport,29.51333333,108.8311111,2075,AS,China,CN,Chongqing Municipality,CN-50,50,Qianjiang,1,ZUQJ,JIQ,,,,,,,,,,,,,,,,,,,,,,,
31685,ZLQY,medium_airport,Qingyang Xifeng Airport,35.802638,107.598896,,AS,China,CN,Gansu Province,CN-62,62,Qingyang (Xifeng),1,ZLQY,IQN,,,,,,,,,,,,,,,,,,,,,,,
323220,ZJQH,medium_airport,Qionghai Bo'ao Airport,19.140951,110.452766,30,AS,China,CN,Hainan Province,CN-46,46,Qionghai,1,ZJQH,BAR,,,,,,,,,,,,,,,,,,,,,,,
31714,ZSJU,medium_airport,Quzhou Airport,28.965799,118.899002,,AS,China,CN,Zhejiang Province,CN-33,33,Quzhou,1,ZSJU,JUZ,,,,,,,,,,,,,,,,,,,,,,,
333070,ZWRQ,medium_airport,Ruoqiang Loulan Airport,38.974722,88.008333,2916,AS,China,CN,Xinjiang Autonomous Region,CN-65,65,Ruoqiang Town,1,ZWRQ,RQA,,,,,,,,,,,,,,,,,,,,,,,
316774,SQJ,medium_airport,Sanming Shaxian Airport,26.4263,117.8336,830,AS,China,CN,Fujian Province,CN-35,35,Sanming,1,ZSSM,SQJ,,,,,,,,,,,,,,,,,,,,,,,
326731,ZWSC,medium_airport,Shache Airport,38.24542,77.056149,4232,AS,China,CN,Xinjiang Autonomous Region,CN-65,65,Shache,1,ZWSC,QSZ,,,,,,,,,,,,,,,,,,,,,,,
316767,SQD,medium_airport,Shangrao Sanqingshan Airport,28.3797,117.9643,340,AS,China,CN,Jiangxi Province,CN-36,36,Shangrao,1,ZSSR,SQD,,,,,,,,,,,,,,,,,,,,,,,
44157,CN-0079,medium_airport,Shaoguan Danxia Airport,24.9786,113.420998,280,AS,China,CN,Guangdong Province,CN-44,44,Shaoguan,1,ZGSG,HSC,,,,,,,,,,,,,,,,,,,,,,,
327446,ZGSY,medium_airport,Shaoyang Wugang Airport,26.806123,110.641042,1444,AS,China,CN,Hunan Province,CN-43,43,Shaoyang (Wugang),1,ZGSY,WGN,,,,,,,,,,,,,,,,,,,,,,,
319811,ZHSN,medium_airport,Shennongjia Hongping Airport,31.626,110.34,8365,AS,China,CN,Hubei Province,CN-42,42,Shennongjia (Hongping),1,ZHSN,HPG,,,,,,,,,,,,,,,,,,,,,,,
30827,ZYCY,medium_airport,Chaoyang Airport,41.538101,120.434998,568,AS,China,CN,Liaoning Province,CN-21,21,"Shuangta, Chaoyang",1,ZYCY,CHG,,,,,,,,,,,,,,,,,,,,,,,
336110,WUZ,medium_airport,Wuzhou Xijiang Airport,23.40316,111.09331,357,AS,China,CN,Guangxi Autonomous Region,CN-45,45,Tangbu,1,ZGWZ,WUZ,,,,,,,,,,,,,,,,,,,,,,,
44208,CN-0130,medium_airport,Tianshui Maijishan Airport,34.559399,105.860001,3590,AS,China,CN,Gansu Province,CN-62,62,Tianshui (Maiji),1,ZLTS,THQ,,,,,,,,,,,,,,,,,,,,,,,
307013,ZYTN,medium_airport,Tonghua Sanyuanpu Airport,42.25388889,125.7033333,1200,AS,China,CN,Jilin Province,CN-22,22,Tonghua,1,ZYTN,TNH,,,,,,,,,,,,,,,,,,,,,,,
302314,ZUTR,medium_airport,Tongren Fenghuang Airport,27.883333,109.308889,,AS,China,CN,Guizhou Province,CN-52,52,Tongren (Daxing),1,ZUTR,TEN,,,,,,,,,,,,,,,,,,,,,,,
314799,ZWTL,medium_airport,Turpan Jiaohe Airport,43.0308,89.0987,934,AS,China,CN,Xinjiang Autonomous Region,CN-65,65,Turpan,1,ZWTL,TLQ,,,,,,,,,,,,,,,,,,,,,,,
327445,ZBUC,medium_airport,Ulanqab Jining Airport,41.130266,113.107274,,AS,China,CN,Inner Mongolia Autonomous Region,CN-15,15,Ulanqab,1,ZBUC,UCB,,,,,,,,,,,,,,,,,,,,,,,
350117,ZUWL,medium_airport,Chongqing Xiannüshan Airport,29.465658,107.693664,1747,AS,China,CN,Chongqing Municipality,CN-50,50,Wulong,1,ZUWL,CQW,,,,,,,,,,,,,,,,,,,,,,,
32683,ZSWY,medium_airport,Nanping Wuyishan Airport,27.7019,118.000999,614,AS,China,CN,Fujian Province,CN-35,35,Wuyishan,1,ZSWY,WUS,,,,,,,,,,,,,,,,,,,,,,,
44122,CN-0046,medium_airport,Xigaze Peace Airport / Shigatse Air Base,29.3519,89.311401,3782,AS,China,CN,Tibet Autonomous Region,CN-54,54,Xigazê (Samzhubzê),1,ZURK,RKZ,,,,,,,,,,,,,,,,,,,,,,,
301647,ZUYI,medium_airport,Xingyi Wanfenglin Airport,25.083423,104.960804,4150,AS,China,CN,Guizhou Province,CN-52,52,Xingyi,1,ZUYI,ACX,,,,,,,,,,,,,,,,,,,,,,,
323907,CN-0067,medium_airport,Xinyang Minggang Airport,32.540819,114.079141,312,AS,China,CN,Henan Province,CN-41,41,Xinyang,1,ZHXY,XAI,,,,,,,,,,,,,,,,,,,,,,,
316548,ZWNL,medium_airport,Xinyuan Nalati Airport,43.4318,83.3786,3050,AS,China,CN,Xinjiang Autonomous Region,CN-65,65,Xinyuan,1,ZWNL,NLT,,,,,,,,,,,,,,,,,,,,,,,
336112,ENY,medium_airport,Yan'an Nanniwan Airport,36.479413,109.464083,,AS,China,CN,Shaanxi Province,CN-61,61,Yan'an (Baota),1,ZLYA,ENY,,,,,,,,,,,,,,,,,,,,,,,
317774,ZSYA,medium_airport,Yangzhou Taizhou Airport,32.5634,119.7198,7,AS,China,CN,Jiangsu Province,CN-32,32,Yangzhou,1,ZSYA,YTY,,,,,,,,,,,,,,,,,,,,,,,
336111,YBP,medium_airport,Yibin Wuliangye Airport,28.858431,104.526157,,AS,China,CN,Sichuan Province,CN-51,51,Yibin (Cuiping),1,ZUYB,YBP,,,,,,,,,,,,,,,,,,,,,,,
307012,ZYLD,medium_airport,Yichun Lindu Airport,47.752056,129.019125,791,AS,China,CN,Heilongjiang Province,CN-23,23,Yichun,1,ZYLD,LDS,,,,,,,,,,,,,,,,,,,,,,,
308238,ZGLG,medium_airport,Yongzhou Lingling Airport,26.338661,111.610043,340,AS,China,CN,Hunan Province,CN-43,43,Yongzhou,1,ZGLG,LLF,,,,,,,,,,,,,,,,,,,,,,,
325171,YYA,medium_airport,Yueyang Sanhe Airport,29.311699,113.281574,230,AS,China,CN,Hunan Province,CN-43,43,Yueyang (Yueyanglou),1,ZGYY,YYA,,,,,,,,,,,,,,,,,,,,,,,
344100,ZGYL,medium_airport,Yulin Fumian Airport,22.438056,110.120833,328,AS,China,CN,Guangxi Autonomous Region,CN-45,45,Yùlín,1,ZGYL,YLX,,,,,,,,,,,,,,,,,,,,,,,
323666,ZBZL,medium_airport,Zhalantun Genghis Khan Airport,47.865942,122.768662,928,AS,China,CN,Inner Mongolia Autonomous Region,CN-15,15,Zhalantun,1,ZBZL,NZL,,,,,,,,,,,,,,,,,,,,,,,
44100,CN-0024,medium_airport,Zhangjiakou Ningyuan Airport,40.738602,114.93,2347,AS,China,CN,Hebei Province,CN-13,13,Zhangjiakou,1,ZBZJ,ZQZ,,,,,,,,,,,,,,,,,,,,,,,
354995,CN-0353,medium_airport,Zhanjiang Wuchuan Airport,21.481667,110.590278,,AS,China,CN,Guangdong Province,CN-44,44,Zhanjiang,1,ZGZJ,ZHA,,,,,,,,,,,,,,,,,,,,,,,
44267,CN-0189,medium_airport,Dandong Langtou Airport,40.0247,124.286003,30,AS,China,CN,Liaoning Province,CN-21,21,"Zhenxing, Dandong",1,ZYDD,DDG,,,,,,,,,,,,,,,,,,,,,,,
308462,ZLZW,medium_airport,Zhongwei Shapotou Airport,37.573125,105.154454,8202,AS,China,CN,Ningxia Autonomous Region,CN-64,64,Zhongwei (Shapotou),1,ZLZW,ZHY,,,,,,,,,,,,,,,,,,,,,,,
327355,ZUMT,medium_airport,Zunyi Maotai Airport,27.81638,106.33268,4068,AS,China,CN,Guizhou Province,CN-52,52,Zunyi,1,ZUMT,WMT,,,,,,,,,,,,,,,,,,,,,,,
35311,ZLAN,closed,Lanzhou City Airport,36.033333,103.86667,5040,AS,China,CN,Gansu Province,CN-62,62,Lanzhou (Chengguan),0,ZLAN,,,,,,,,,,,,,,,,,,,,,,,,
35313,CN-0011,closed,Luzhou Lantian Airport,28.852577,105.392579,,AS,China,CN,Sichuan Province,CN-51,51,Luzhou (Jiangyang),0,,,,,,,,,,,,,,,,,,,,,,,,,
31009,ZLYA,closed,Yan'an Ershilipu Airport,36.636902,109.554001,3100,AS,China,CN,Shaanxi Province,CN-61,61,Yan'an (Baota),0,,,,,,,,,,,,,,,,,,,,,,,,,
44097,CN-0021,medium_airport,Yangcun Air Base,39.37329865,117.0950012,,AS,China,CN,Tianjin Municipality,CN-12,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,
44089,CN-0013,medium_airport,Fengning Air Base,41.26079941,116.6179962,,AS,China,CN,Hebei Province,CN-13,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,
44149,CN-0071,medium_airport,Leiyang Air Base,26.58720016,112.8919983,,AS,China,CN,Hunan Province,CN-43,43,,0,,,,,,,,,,,,,,,,,,,,,,,,,
44124,CN-0048,medium_airport,Wenshan Air Base,23.71559906,103.8270035,,AS,China,CN,Yunnan Province,CN-53,53,,0,,,,,,,,,,,,,,,,,,,,,,,,,
354040,CN-0321,medium_airport,Anji Tianzihu General Airport,30.797725,119.590287,137,AS,China,CN,Zhejiang Province,CN-33,33,Anji,0,ZSTZ,,,,,,,,,,,,,,,,,,,,,,,,
44213,CN-0135,medium_airport,Ürümqi Changji Air Base,43.951175,87.079232,2425,AS,China,CN,Xinjiang Autonomous Region,CN-65,65,Ashilixiang,0,,,,,,,,,,,,,,,,,,,,,,,,,
44192,CN-0114,medium_airport,Baoji Air Base,34.53125,107.470679,,AS,China,CN,Shaanxi Province,CN-61,61,Baoji (Fengxiang),0,,,,,,,,,,,,,,,,,,,,,,,,,
